chr,start,end,state,median,integer_median,integer_copy_number,cell_id
6,77000001,93500000,4,1.4459053,2.8053817,3.0,SA501X4XB00794-A90703ABC-R05-C05
6,93500001,114500000,6,2.4525386,4.7584767,5.0,SA501X4XB00794-A90703ABC-R05-C05
6,114500001,158000000,5,2.1910394,4.2511094,4.0,SA501X4XB00794-A90703ABC-R05-C05
6,158000001,171500000,2,0.4945133,0.959467,1.0,SA501X4XB00794-A90703ABC-R05-C05
7,1,135000000,3,0.9874378,1.9158515,2.0,SA501X4XB00794-A90703ABC-R05-C05
7,135000001,159500000,2,0.4920096,0.9546094,1.0,SA501X4XB00794-A90703ABC-R05-C05
8,1,68000000,2,0.5061702,0.9820842,1.0,SA501X4XB00794-A90703ABC-R05-C05
8,68000001,78000000,7,3.5153601,6.8205895,7.0,SA501X4XB00794-A90703ABC-R05-C05
8,78000001,92500000,3,1.0286249,1.9957637,2.0,SA501X4XB00794-A90703ABC-R05-C05
8,92500001,100500000,2,0.513907,0.9970953,1.0,SA501X4XB00794-A90703ABC-R05-C05
8,100500001,146500000,4,1.6337477,3.1698382,3.0,SA501X4XB00794-A90703ABC-R05-C05
9,1,141500000,3,1.0401158,2.0180586,2.0,SA501X4XB00794-A90703ABC-R05-C05
10,1,118000000,3,1.019292,1.9776559,2.0,SA501X4XB00794-A90703ABC-R05-C05
10,118000001,136000000,2,0.4566426,0.8859893,1.0,SA501X4XB00794-A90703ABC-R05-C05
11,1,33000000,3,1.0818063,2.0989476,2.0,SA501X4XB00794-A90703ABC-R05-C05
11,33000001,45000000,4,1.5671682,3.0406589,3.0,SA501X4XB00794-A90703ABC-R05-C05
11,45000001,100000000,3,1.0497117,2.036677,2.0,SA501X4XB00794-A90703ABC-R05-C05
11,100000001,135500000,2,0.5471717,1.0616362,1.0,SA501X4XB00794-A90703ABC-R05-C05
12,1,47000000,3,1.0409399,2.0196576,2.0,SA501X4XB00794-A90703ABC-R05-C05
12,47000001,69000000,2,0.5287477,1.0258896,1.0,SA501X4XB00794-A90703ABC-R05-C05
12,69000001,134000000,3,1.0288646,1.9962288,2.0,SA501X4XB00794-A90703ABC-R05-C05
13,1,39000000,3,0.9498204,1.8428653,2.0,SA501X4XB00794-A90703ABC-R05-C05
13,39000001,83500000,2,0.4655289,0.9032308,1.0,SA501X4XB00794-A90703ABC-R05-C05
13,83500001,115500000,3,1.0201495,1.9793195,2.0,SA501X4XB00794-A90703ABC-R05-C05
14,1,93000000,2,0.5072094,0.9841004,1.0,SA501X4XB00794-A90703ABC-R05-C05
14,93000001,107500000,4,1.6253262,3.1534985,3.0,SA501X4XB00794-A90703ABC-R05-C05
15,1,59000000,3,1.0232062,1.9852502,2.0,SA501X4XB00794-A90703ABC-R05-C05
15,59000001,67500000,4,1.6537692,3.2086843,3.0,SA501X4XB00794-A90703ABC-R05-C05
15,67500001,103000000,3,0.9802653,1.9019353,2.0,SA501X4XB00794-A90703ABC-R05-C05
16,1,6000000,2,0.5597176,1.085978,1.0,SA501X4XB00794-A90703ABC-R05-C05
16,6000001,15500000,7,2.9148583,5.6554809,6.0,SA501X4XB00794-A90703ABC-R05-C05
16,15500001,90500000,3,1.0354831,2.0090703,2.0,SA501X4XB00794-A90703ABC-R05-C05
17,1,40500000,2,0.495473,0.961329,1.0,SA501X4XB00794-A90703ABC-R05-C05
17,40500001,47000000,3,0.9591727,1.8610108,2.0,SA501X4XB00794-A90703ABC-R05-C05
17,47000001,81500000,4,1.4382217,2.7904738,3.0,SA501X4XB00794-A90703ABC-R05-C05
18,1,8000000,2,0.5674228,1.1009279,1.0,SA501X4XB00794-A90703ABC-R05-C05
18,8000001,26000000,3,0.9534689,1.8499442,2.0,SA501X4XB00794-A90703ABC-R05-C05
18,26000001,32500000,2,0.5040166,0.9779056,1.0,SA501X4XB00794-A90703ABC-R05-C05
18,32500001,56000000,3,1.0406437,2.019083,2.0,SA501X4XB00794-A90703ABC-R05-C05
18,56000001,78500000,6,2.5962547,5.0373184,5.0,SA501X4XB00794-A90703ABC-R05-C05
19,1,59500000,3,0.9857575,1.9125914,2.0,SA501X4XB00794-A90703ABC-R05-C05
20,1,30000000,2,0.5088092,0.9872043,1.0,SA501X4XB00794-A90703ABC-R05-C05
20,30000001,43000000,3,1.0507553,2.0387018,2.0,SA501X4XB00794-A90703ABC-R05-C05
20,43000001,50500000,2,0.5204482,1.0097865,1.0,SA501X4XB00794-A90703ABC-R05-C05
20,50500001,63500000,3,1.0451444,2.0278153,2.0,SA501X4XB00794-A90703ABC-R05-C05
21,1,39500000,3,1.0283057,1.9951444,2.0,SA501X4XB00794-A90703ABC-R05-C05
21,39500001,48500000,2,0.4898426,0.9504048,1.0,SA501X4XB00794-A90703ABC-R05-C05
22,1,51500000,3,1.0437913,2.0251899,2.0,SA501X4XB00794-A90703ABC-R05-C05
X,1,155500000,2,0.5142916,0.9978414,1.0,SA501X4XB00794-A90703ABC-R05-C05
Y,1,59500000,1,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R05-C05
1,1,12500000,2,0.579015,1.1700734,1.0,SA501X4XB00794-A90703ABC-R05-C12
1,12500001,155000000,3,1.0206472,2.0625238,2.0,SA501X4XB00794-A90703ABC-R05-C12
1,155000001,249500000,4,1.554681,3.1416993,3.0,SA501X4XB00794-A90703ABC-R05-C12
2,1,26500000,2,0.5149349,1.0405805,1.0,SA501X4XB00794-A90703ABC-R05-C12
2,26500001,53000000,3,1.0507844,2.123425,2.0,SA501X4XB00794-A90703ABC-R05-C12
2,53000001,64000000,5,1.8974221,3.8343104,4.0,SA501X4XB00794-A90703ABC-R05-C12
2,64000001,160000000,3,0.9860125,1.992534,2.0,SA501X4XB00794-A90703ABC-R05-C12
2,160000001,175500000,2,0.548345,1.1080955,1.0,SA501X4XB00794-A90703ABC-R05-C12
2,175500001,243500000,3,1.0770351,2.1764724,2.0,SA501X4XB00794-A90703ABC-R05-C12
3,1,35000000,3,1.0746278,2.1716078,2.0,SA501X4XB00794-A90703ABC-R05-C12
3,35000001,87000000,2,0.4940513,0.9983788,1.0,SA501X4XB00794-A90703ABC-R05-C12
3,87000001,152000000,4,1.4461627,2.9224055,3.0,SA501X4XB00794-A90703ABC-R05-C12
3,152000001,180500000,5,2.0599501,4.1627471,4.0,SA501X4XB00794-A90703ABC-R05-C12
3,180500001,198500000,2,0.5102471,1.0311073,1.0,SA501X4XB00794-A90703ABC-R05-C12
4,1,71000000,2,0.5066775,1.023894,1.0,SA501X4XB00794-A90703ABC-R05-C12
4,71000001,136000000,3,0.9640236,1.9480989,2.0,SA501X4XB00794-A90703ABC-R05-C12
4,136000001,151500000,4,1.4763024,2.9833118,3.0,SA501X4XB00794-A90703ABC-R05-C12
4,151500001,191500000,2,0.4838667,0.9777978,1.0,SA501X4XB00794-A90703ABC-R05-C12
5,1,56000000,3,0.9810991,1.982605,2.0,SA501X4XB00794-A90703ABC-R05-C12
5,56000001,127000000,2,0.522826,1.0565268,1.0,SA501X4XB00794-A90703ABC-R05-C12
5,127000001,150500000,3,1.1472007,2.318263,2.0,SA501X4XB00794-A90703ABC-R05-C12
5,150500001,181000000,2,0.5246673,1.0602477,1.0,SA501X4XB00794-A90703ABC-R05-C12
6,1,15500000,5,2.0852578,4.2138888,4.0,SA501X4XB00794-A90703ABC-R05-C12
6,15500001,32500000,4,1.4823406,2.9955139,3.0,SA501X4XB00794-A90703ABC-R05-C12
6,32500001,93500000,3,1.0962248,2.2152511,2.0,SA501X4XB00794-A90703ABC-R05-C12
6,93500001,158000000,6,2.3139622,4.6760546,5.0,SA501X4XB00794-A90703ABC-R05-C12
6,158000001,171500000,2,0.4742964,0.9584582,1.0,SA501X4XB00794-A90703ABC-R05-C12
7,1,135500000,3,0.9502056,1.9201754,2.0,SA501X4XB00794-A90703ABC-R05-C12
7,135500001,159500000,2,0.5162207,1.0431787,1.0,SA501X4XB00794-A90703ABC-R05-C12
8,1,68000000,2,0.4625561,0.9347332,1.0,SA501X4XB00794-A90703ABC-R05-C12
8,68000001,78000000,7,3.4473264,6.966357,7.0,SA501X4XB00794-A90703ABC-R05-C12
8,78000001,100500000,3,0.8147248,1.6463959,2.0,SA501X4XB00794-A90703ABC-R05-C12
8,100500001,146500000,5,2.0432822,4.1290644,4.0,SA501X4XB00794-A90703ABC-R05-C12
9,1,141500000,3,0.9978194,2.0163934,2.0,SA501X4XB00794-A90703ABC-R05-C12
10,1,118500000,3,0.9972933,2.0153303,2.0,SA501X4XB00794-A90703ABC-R05-C12
10,118500001,136000000,2,0.4753265,0.9605398,1.0,SA501X4XB00794-A90703ABC-R05-C12
11,1,100000000,3,1.1219256,2.2671871,2.0,SA501X4XB00794-A90703ABC-R05-C12
11,100000001,135500000,2,0.5439989,1.099313,1.0,SA501X4XB00794-A90703ABC-R05-C12
12,1,47000000,3,0.9770067,1.974335,2.0,SA501X4XB00794-A90703ABC-R05-C12
12,47000001,69000000,2,0.5447487,1.1008282,1.0,SA501X4XB00794-A90703ABC-R05-C12
12,69000001,134000000,3,0.9701988,1.9605777,2.0,SA501X4XB00794-A90703ABC-R05-C12
13,1,38500000,4,1.5168604,3.0652713,3.0,SA501X4XB00794-A90703ABC-R05-C12
13,38500001,48500000,3,1.0370783,2.0957278,2.0,SA501X4XB00794-A90703ABC-R05-C12
13,48500001,84000000,2,0.46712,0.9439561,1.0,SA501X4XB00794-A90703ABC-R05-C12
13,84000001,115500000,3,0.9877605,1.9960664,2.0,SA501X4XB00794-A90703ABC-R05-C12
14,1,93500000,2,0.5047568,1.0200125,1.0,SA501X4XB00794-A90703ABC-R05-C12
14,93500001,107500000,4,1.5264648,3.0846799,3.0,SA501X4XB00794-A90703ABC-R05-C12
15,1,103000000,3,1.0630924,2.148297,2.0,SA501X4XB00794-A90703ABC-R05-C12
16,1,6000000,2,0.6118976,1.2365225,1.0,SA501X4XB00794-A90703ABC-R05-C12
16,6000001,15500000,7,2.930124,5.9211944,6.0,SA501X4XB00794-A90703ABC-R05-C12
16,15500001,90500000,3,0.9891635,1.9989015,2.0,SA501X4XB00794-A90703ABC-R05-C12
17,1,40500000,2,0.5397521,1.090731,1.0,SA501X4XB00794-A90703ABC-R05-C12
17,40500001,47000000,3,0.9331886,1.8857875,2.0,SA501X4XB00794-A90703ABC-R05-C12
17,47000001,81500000,4,1.4504671,2.9311038,3.0,SA501X4XB00794-A90703ABC-R05-C12
18,1,8000000,2,0.4768106,0.9635388,1.0,SA501X4XB00794-A90703ABC-R05-C12
18,8000001,56000000,3,0.9715532,1.9633146,2.0,SA501X4XB00794-A90703ABC-R05-C12
18,56000001,78500000,6,2.343607,4.7359608,5.0,SA501X4XB00794-A90703ABC-R05-C12
19,1,59500000,3,0.9579979,1.935922,2.0,SA501X4XB00794-A90703ABC-R05-C12
20,1,30000000,2,0.5178665,1.0465046,1.0,SA501X4XB00794-A90703ABC-R05-C12
20,30000001,63500000,3,1.0302873,2.0820045,2.0,SA501X4XB00794-A90703ABC-R05-C12
21,1,39000000,3,0.9902507,2.0010985,2.0,SA501X4XB00794-A90703ABC-R05-C12
21,39000001,48500000,2,0.5254953,1.0619208,1.0,SA501X4XB00794-A90703ABC-R05-C12
22,1,51500000,3,0.8941226,1.806843,2.0,SA501X4XB00794-A90703ABC-R05-C12
X,1,155500000,2,0.5083111,1.027195,1.0,SA501X4XB00794-A90703ABC-R05-C12
Y,1,59500000,1,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R05-C12
1,1,14000000,2,0.5236553,1.0337576,1.0,SA501X4XB00794-A90703ABC-R05-C17
1,14000001,156000000,3,1.0183173,2.010279,2.0,SA501X4XB00794-A90703ABC-R05-C17
1,156000001,249500000,4,1.6686426,3.2940981,3.0,SA501X4XB00794-A90703ABC-R05-C17
2,1,25500000,2,0.552407,1.0905168,1.0,SA501X4XB00794-A90703ABC-R05-C17
2,25500001,53000000,3,1.0806227,2.1332773,2.0,SA501X4XB00794-A90703ABC-R05-C17
2,53000001,64000000,6,2.2917991,4.5242831,5.0,SA501X4XB00794-A90703ABC-R05-C17
2,64000001,160000000,3,1.0079035,1.989721,2.0,SA501X4XB00794-A90703ABC-R05-C17
2,160000001,176500000,2,0.5831971,1.1513002,1.0,SA501X4XB00794-A90703ABC-R05-C17
2,176500001,243500000,3,1.1693894,2.3085132,2.0,SA501X4XB00794-A90703ABC-R05-C17
3,1,34500000,3,0.9784398,1.931556,2.0,SA501X4XB00794-A90703ABC-R05-C17
3,34500001,87000000,2,0.5585609,1.1026654,1.0,SA501X4XB00794-A90703ABC-R05-C17
3,87000001,114000000,3,0.9480147,1.8714933,2.0,SA501X4XB00794-A90703ABC-R05-C17
3,114000001,152000000,4,1.5985456,3.1557184,3.0,SA501X4XB00794-A90703ABC-R05-C17
3,152000001,180500000,5,1.8804575,3.712246,4.0,SA501X4XB00794-A90703ABC-R05-C17
3,180500001,198500000,2,0.3572376,0.7052293,1.0,SA501X4XB00794-A90703ABC-R05-C17
4,1,70500000,2,0.5148069,1.0162899,1.0,SA501X4XB00794-A90703ABC-R05-C17
4,70500001,136500000,3,0.8546571,1.6871944,2.0,SA501X4XB00794-A90703ABC-R05-C17
4,136500001,151500000,4,1.4215228,2.8062545,3.0,SA501X4XB00794-A90703ABC-R05-C17
4,151500001,191500000,2,0.4945629,0.9763257,1.0,SA501X4XB00794-A90703ABC-R05-C17
5,1,54500000,3,0.9371678,1.8500802,2.0,SA501X4XB00794-A90703ABC-R05-C17
5,54500001,127000000,2,0.5576156,1.1007993,1.0,SA501X4XB00794-A90703ABC-R05-C17
5,127000001,150500000,3,1.163196,2.2962867,2.0,SA501X4XB00794-A90703ABC-R05-C17
5,150500001,181000000,2,0.5513772,1.0884839,1.0,SA501X4XB00794-A90703ABC-R05-C17
6,1,14500000,5,2.0598669,4.0664212,4.0,SA501X4XB00794-A90703ABC-R05-C17
6,14500001,32000000,4,1.6281209,3.2141036,3.0,SA501X4XB00794-A90703ABC-R05-C17
6,32000001,76500000,3,1.0625741,2.0976471,2.0,SA501X4XB00794-A90703ABC-R05-C17
6,76500001,93500000,4,1.6544169,3.2660149,3.0,SA501X4XB00794-A90703ABC-R05-C17
6,93500001,158000000,6,2.4695945,4.8752721,5.0,SA501X4XB00794-A90703ABC-R05-C17
6,158000001,171500000,2,0.5374884,1.0610657,1.0,SA501X4XB00794-A90703ABC-R05-C17
7,1,135500000,3,0.9983598,1.9708805,2.0,SA501X4XB00794-A90703ABC-R05-C17
7,135500001,159500000,2,0.5576805,1.1009274,1.0,SA501X4XB00794-A90703ABC-R05-C17
8,1,67500000,2,0.4347173,0.8581834,1.0,SA501X4XB00794-A90703ABC-R05-C17
8,67500001,77500000,7,4.2777534,8.4447921,8.0,SA501X4XB00794-A90703ABC-R05-C17
8,77500001,92000000,3,1.0032465,1.9805274,2.0,SA501X4XB00794-A90703ABC-R05-C17
8,92000001,99500000,2,0.54527,1.0764276,1.0,SA501X4XB00794-A90703ABC-R05-C17
8,99500001,146500000,4,1.5914512,3.1417132,3.0,SA501X4XB00794-A90703ABC-R05-C17
9,1,141500000,3,1.092771,2.1572594,2.0,SA501X4XB00794-A90703ABC-R05-C17
10,1,118500000,3,1.062802,2.0980971,2.0,SA501X4XB00794-A90703ABC-R05-C17
10,118500001,136000000,2,0.4714438,0.9306858,1.0,SA501X4XB00794-A90703ABC-R05-C17
11,1,34000000,3,1.0966308,2.1648792,2.0,SA501X4XB00794-A90703ABC-R05-C17
11,34000001,43500000,4,1.7122441,3.3801727,3.0,SA501X4XB00794-A90703ABC-R05-C17
11,43500001,100000000,3,1.1074051,2.1861488,2.0,SA501X4XB00794-A90703ABC-R05-C17
11,100000001,135500000,2,0.5704402,1.1261165,1.0,SA501X4XB00794-A90703ABC-R05-C17
12,1,46000000,3,0.9763958,1.927521,2.0,SA501X4XB00794-A90703ABC-R05-C17
12,46000001,70000000,2,0.5409005,1.0678016,1.0,SA501X4XB00794-A90703ABC-R05-C17
12,70000001,104500000,3,0.9779741,1.9306368,2.0,SA501X4XB00794-A90703ABC-R05-C17
12,104500001,134000000,2,0.5631592,1.1117429,1.0,SA501X4XB00794-A90703ABC-R05-C17
13,1,38500000,3,1.1058499,2.1830787,2.0,SA501X4XB00794-A90703ABC-R05-C17
13,38500001,83500000,2,0.4079431,0.8053281,1.0,SA501X4XB00794-A90703ABC-R05-C17
13,83500001,115500000,3,0.9695567,1.9140198,2.0,SA501X4XB00794-A90703ABC-R05-C17
14,1,93500000,2,0.3931028,0.7760316,1.0,SA501X4XB00794-A90703ABC-R05-C17
14,93500001,107500000,4,1.52416,3.0088724,3.0,SA501X4XB00794-A90703ABC-R05-C17
15,1,59500000,3,1.0997667,2.1710697,2.0,SA501X4XB00794-A90703ABC-R05-C17
15,59500001,67000000,4,1.7755485,3.5051432,4.0,SA501X4XB00794-A90703ABC-R05-C17
15,67000001,103000000,3,1.1437663,2.2579302,2.0,SA501X4XB00794-A90703ABC-R05-C17
16,1,6000000,3,0.8599251,1.697594,2.0,SA501X4XB00794-A90703ABC-R05-C17
16,6000001,15500000,7,3.4216593,6.7547609,7.0,SA501X4XB00794-A90703ABC-R05-C17
16,15500001,90500000,3,1.0755054,2.1231751,2.0,SA501X4XB00794-A90703ABC-R05-C17
17,1,41000000,2,0.4555426,0.8992951,1.0,SA501X4XB00794-A90703ABC-R05-C17
17,41000001,81500000,4,1.4606309,2.8834585,3.0,SA501X4XB00794-A90703ABC-R05-C17
18,1,7500000,2,0.4835584,0.9546015,1.0,SA501X4XB00794-A90703ABC-R05-C17
18,7500001,26000000,3,1.0376412,2.0484266,2.0,SA501X4XB00794-A90703ABC-R05-C17
18,26000001,32500000,2,0.544337,1.0745857,1.0,SA501X4XB00794-A90703ABC-R05-C17
18,32500001,56000000,3,1.0515501,2.0758844,2.0,SA501X4XB00794-A90703ABC-R05-C17
18,56000001,78500000,6,2.5640437,5.0617261,5.0,SA501X4XB00794-A90703ABC-R05-C17
19,1,59500000,3,0.9500599,1.8755307,2.0,SA501X4XB00794-A90703ABC-R05-C17
20,1,30000000,2,0.5073404,1.00155,1.0,SA501X4XB00794-A90703ABC-R05-C17
20,30000001,63500000,3,0.8898563,1.7566818,2.0,SA501X4XB00794-A90703ABC-R05-C17
21,1,39000000,3,0.8357941,1.6499565,2.0,SA501X4XB00794-A90703ABC-R05-C17
21,39000001,48500000,2,0.5622411,1.1099306,1.0,SA501X4XB00794-A90703ABC-R05-C17
22,1,51500000,3,0.9489273,1.8732949,2.0,SA501X4XB00794-A90703ABC-R05-C17
X,1,155500000,2,0.4542801,0.8968027,1.0,SA501X4XB00794-A90703ABC-R05-C17
Y,1,59500000,1,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R05-C17
1,1,12500000,2,0.5760853,1.1239169,1.0,SA501X4XB00794-A90703ABC-R05-C34
1,12500001,156000000,3,1.0127434,1.9758174,2.0,SA501X4XB00794-A90703ABC-R05-C34
1,156000001,249500000,4,1.526681,2.9784868,3.0,SA501X4XB00794-A90703ABC-R05-C34
2,1,26000000,2,0.6054425,1.1811914,1.0,SA501X4XB00794-A90703ABC-R05-C34
2,26000001,38000000,3,1.0293801,2.0082749,2.0,SA501X4XB00794-A90703ABC-R05-C34
2,38000001,53000000,4,1.3181419,2.5716363,3.0,SA501X4XB00794-A90703ABC-R05-C34
2,53000001,63500000,6,2.3784878,4.6403241,5.0,SA501X4XB00794-A90703ABC-R05-C34
2,63500001,160000000,3,1.0311096,2.011649,2.0,SA501X4XB00794-A90703ABC-R05-C34
2,160000001,177000000,2,0.505361,0.9859369,1.0,SA501X4XB00794-A90703ABC-R05-C34
2,177000001,243500000,3,1.030812,2.0110685,2.0,SA501X4XB00794-A90703ABC-R05-C34
3,1,35000000,3,1.116143,2.1775453,2.0,SA501X4XB00794-A90703ABC-R05-C34
3,35000001,86500000,2,0.5161087,1.0069051,1.0,SA501X4XB00794-A90703ABC-R05-C34
3,86500001,114000000,3,1.0467787,2.0422188,2.0,SA501X4XB00794-A90703ABC-R05-C34
3,114000001,152000000,4,1.6234901,3.1673572,3.0,SA501X4XB00794-A90703ABC-R05-C34
3,152000001,180500000,5,2.0963206,4.0898284,4.0,SA501X4XB00794-A90703ABC-R05-C34
3,180500001,198500000,2,0.4908484,0.9576235,1.0,SA501X4XB00794-A90703ABC-R05-C34
4,1,71500000,2,0.4914524,0.9588017,1.0,SA501X4XB00794-A90703ABC-R05-C34
4,71500001,135500000,3,1.1118994,2.1692663,2.0,SA501X4XB00794-A90703ABC-R05-C34
4,135500001,151500000,4,1.5663641,3.0559067,3.0,SA501X4XB00794-A90703ABC-R05-C34
4,151500001,191500000,2,0.5364239,1.0465393,1.0,SA501X4XB00794-A90703ABC-R05-C34
5,1,54000000,3,1.1400106,2.22411,2.0,SA501X4XB00794-A90703ABC-R05-C34
5,54000001,127000000,2,0.489916,0.9558044,1.0,SA501X4XB00794-A90703ABC-R05-C34
5,127000001,151000000,3,1.0211973,1.9923106,2.0,SA501X4XB00794-A90703ABC-R05-C34
5,151000001,181000000,2,0.5434702,1.0602863,1.0,SA501X4XB00794-A90703ABC-R05-C34
6,1,14500000,5,1.884564,3.6767006,4.0,SA501X4XB00794-A90703ABC-R05-C34
6,14500001,31000000,4,1.585852,3.0939268,3.0,SA501X4XB00794-A90703ABC-R05-C34
6,31000001,76500000,3,1.0168902,1.9839076,2.0,SA501X4XB00794-A90703ABC-R05-C34
6,76500001,93500000,4,1.3644553,2.6619918,3.0,SA501X4XB00794-A90703ABC-R05-C34
6,93500001,145500000,6,2.3896741,4.662148,5.0,SA501X4XB00794-A90703ABC-R05-C34
6,145500001,158000000,4,1.4453446,2.8198031,3.0,SA501X4XB00794-A90703ABC-R05-C34
6,158000001,171500000,2,0.5299735,1.0339548,1.0,SA501X4XB00794-A90703ABC-R05-C34
7,1,135000000,3,1.01423,1.9787178,2.0,SA501X4XB00794-A90703ABC-R05-C34
7,135000001,159500000,2,0.4875443,0.9511773,1.0,SA501X4XB00794-A90703ABC-R05-C34
8,1,68000000,2,0.4525546,0.8829139,1.0,SA501X4XB00794-A90703ABC-R05-C34
8,68000001,78000000,7,3.1830562,6.2100013,6.0,SA501X4XB00794-A90703ABC-R05-C34
8,78000001,101500000,3,0.8937039,1.7435766,2.0,SA501X4XB00794-A90703ABC-R05-C34
8,101500001,146500000,4,1.5384862,3.0015183,3.0,SA501X4XB00794-A90703ABC-R05-C34
9,1,141500000,3,1.0396646,2.0283395,2.0,SA501X4XB00794-A90703ABC-R05-C34
10,1,118000000,3,0.9819237,1.9156896,2.0,SA501X4XB00794-A90703ABC-R05-C34
10,118000001,136000000,2,0.4703804,0.9176912,1.0,SA501X4XB00794-A90703ABC-R05-C34
11,1,34000000,3,1.0298895,2.0092687,2.0,SA501X4XB00794-A90703ABC-R05-C34
11,34000001,46000000,4,1.5390052,3.0025308,3.0,SA501X4XB00794-A90703ABC-R05-C34
11,46000001,101000000,3,1.0278469,2.0052837,2.0,SA501X4XB00794-A90703ABC-R05-C34
11,101000001,135500000,2,0.5200574,1.0146089,1.0,SA501X4XB00794-A90703ABC-R05-C34
12,1,47500000,3,1.1088931,2.1634012,2.0,SA501X4XB00794-A90703ABC-R05-C34
12,47500001,69000000,2,0.4689663,0.9149324,1.0,SA501X4XB00794-A90703ABC-R05-C34
12,69000001,134000000,3,1.0224304,1.9947163,2.0,SA501X4XB00794-A90703ABC-R05-C34
13,1,39000000,3,1.048293,2.045173,2.0,SA501X4XB00794-A90703ABC-R05-C34
13,39000001,83500000,2,0.5008584,0.9771525,1.0,SA501X4XB00794-A90703ABC-R05-C34
13,83500001,115500000,3,0.8743666,1.7058505,2.0,SA501X4XB00794-A90703ABC-R05-C34
14,1,93500000,2,0.4895601,0.9551101,1.0,SA501X4XB00794-A90703ABC-R05-C34
14,93500001,107500000,4,1.5146434,2.9550019,3.0,SA501X4XB00794-A90703ABC-R05-C34
15,1,103000000,3,1.0614206,2.0707845,2.0,SA501X4XB00794-A90703ABC-R05-C34
16,1,6000000,2,0.5808174,1.133149,1.0,SA501X4XB00794-A90703ABC-R05-C34
16,6000001,15500000,7,2.7122626,5.2915039,5.0,SA501X4XB00794-A90703ABC-R05-C34
16,15500001,90500000,3,1.0184092,1.9868711,2.0,SA501X4XB00794-A90703ABC-R05-C34
17,1,40500000,2,0.464414,0.9060512,1.0,SA501X4XB00794-A90703ABC-R05-C34
17,40500001,47500000,3,0.9562118,1.8655268,2.0,SA501X4XB00794-A90703ABC-R05-C34
17,47500001,81500000,4,1.5127728,2.9513525,3.0,SA501X4XB00794-A90703ABC-R05-C34
18,1,8000000,2,0.412759,0.8052744,1.0,SA501X4XB00794-A90703ABC-R05-C34
18,8000001,56000000,3,1.0000093,1.9509737,2.0,SA501X4XB00794-A90703ABC-R05-C34
18,56000001,78500000,6,2.5772456,5.0280917,5.0,SA501X4XB00794-A90703ABC-R05-C34
19,1,59500000,3,0.9232004,1.8011229,2.0,SA501X4XB00794-A90703ABC-R05-C34
20,1,30000000,2,0.4384705,0.8554365,1.0,SA501X4XB00794-A90703ABC-R05-C34
20,30000001,63500000,3,0.9393219,1.8325752,2.0,SA501X4XB00794-A90703ABC-R05-C34
21,1,39000000,3,1.0045627,1.9598573,2.0,SA501X4XB00794-A90703ABC-R05-C34
21,39000001,48500000,2,0.4700368,0.9170209,1.0,SA501X4XB00794-A90703ABC-R05-C34
22,1,51500000,3,1.0433238,2.0354783,2.0,SA501X4XB00794-A90703ABC-R05-C34
X,1,155500000,2,0.4469207,0.8719224,1.0,SA501X4XB00794-A90703ABC-R05-C34
Y,1,59500000,1,0.0,0.0,0.0,SA501X4XB00794-A90703ABC-R05-C34
1,1,14500000,2,0.4712426,0.947104,1.0,SA501X4XB00794-A90703ABC-R05-C39
1,14500001,156000000,3,1.0253134,2.0606762,2.0,SA501X4XB00794-A90703ABC-R05-C39
1,156000001,249500000,4,1.5082877,3.0313586,3.0,SA501X4XB00794-A90703ABC-R05-C39
2,1,26000000,2,0.528471,1.0621218,1.0,SA501X4XB00794-A90703ABC-R05-C39
2,26000001,52000000,3,1.0544051,2.1191448,2.0,SA501X4XB00794-A90703ABC-R05-C39
2,52000001,64000000,5,1.9962271,4.0120198,4.0,SA501X4XB00794-A90703ABC-R05-C39
2,64000001,160000000,3,0.9491637,1.9076304,2.0,SA501X4XB00794-A90703ABC-R05-C39
2,160000001,177000000,2,0.4835596,0.9718587,1.0,SA501X4XB00794-A90703ABC-R05-C39
2,177000001,243500000,3,1.0614929,2.1333898,2.0,SA501X4XB00794-A90703ABC-R05-C39
3,1,34500000,3,1.0771135,2.1647841,2.0,SA501X4XB00794-A90703ABC-R05-C39
3,34500001,86500000,2,0.4827566,0.9702448,1.0,SA501X4XB00794-A90703ABC-R05-C39
3,86500001,114000000,3,0.9542447,1.9178421,2.0,SA501X4XB00794-A90703ABC-R05-C39
3,114000001,152500000,4,1.6416195,3.299329,3.0,SA501X4XB00794-A90703ABC-R05-C39
3,152500001,180500000,5,1.9561299,3.9314324,4.0,SA501X4XB00794-A90703ABC-R05-C39
3,180500001,198500000,2,0.5342757,1.0737881,1.0,SA501X4XB00794-A90703ABC-R05-C39
4,1,70500000,2,0.492589,0.9900059,1.0,SA501X4XB00794-A90703ABC-R05-C39
4,70500001,135500000,3,1.071512,2.1535262,2.0,SA501X4XB00794-A90703ABC-R05-C39
4,135500001,151000000,5,1.9487221,3.9165442,4.0,SA501X4XB00794-A90703ABC-R05-C39
4,151000001,191500000,2,0.4641785,0.9329065,1.0,SA501X4XB00794-A90703ABC-R05-C39
5,1,54000000,3,0.9987402,2.0072694,2.0,SA501X4XB00794-A90703ABC-R05-C39
5,54000001,126500000,2,0.5075555,1.0200857,1.0,SA501X4XB00794-A90703ABC-R05-C39
